Name,Feild of work,Author's Pub,Adj.#,Citations,h-index,i10-index,HomePage,ORCID,Institution,Count for ins,Faculty
Bing Xie,"Hpc, Se",1,0.1,,,,,0000-0002-5409-4378,Peking University,6.1,36
Xiaodong Xie,,1,0.3,,,,,0000-0002-6341-9322,Peking University,6.1,36
Chun Yang,Vision,1,0.2,,,,,0000-0002-6297-4500,Peking University,6.1,36
Xianghua Ying,Vision,1,0.2,1346.0,18.0,28.0,http://www.cis.pku.edu.cn/vision/Visual&Robot/people/ying/index.htm,0000-0002-9785-0727,Peking University,6.1,36
Masayuki Inaba,Robotics,120,21.3,,,,,,University of Tokyo,6.0,26
Kei Okada,Robotics,117,20.3,,,,,,University of Tokyo,6.0,26
Takeo Igarashi,"Hci, Graphics",36,9.9,,,,,0000-0002-5495-6441,University of Tokyo,6.0,26
Yoshihiro Kawahara,Hci,35,7.0,,,,,0000-0002-0310-2577,University of Tokyo,6.0,26
Yoshihiko Nakamura,Robotics,33,10.4,,,,,0000-0001-7162-5102,University of Tokyo,6.0,26
Masatoshi Ishikawa,Robotics,29,8.2,11323.0,51.0,241.0,http://ishikawa-vision.org/members/ishikawa/ishikawa-e.html,0000-0002-6096-830X,University of Tokyo,6.0,26
Masahiko Inami,Hci,18,3.4,6588.0,43.0,136.0,https://star.rcast.u-tokyo.ac.jp/,0000-0002-8652-0730,University of Tokyo,6.0,26
Yasuo Kuniyoshi,Robotics,18,4.9,14042.0,57.0,193.0,http://www.isi.imi.i.u-tokyo.ac.jp/,0000-0001-8443-4161,University of Tokyo,6.0,26
Jun Rekimoto,Hci,13,5.7,32015.0,83.0,260.0,http://lab.rekimoto.org/,0000-0002-3629-2514,University of Tokyo,6.0,26
Tatsuya Harada,Vision,11,3.6,8563.0,43.0,111.0,http://www.mi.t.u-tokyo.ac.jp/harada/,0000-0002-3712-3691,University of Tokyo,6.0,26
Michitaka Hirose,Hci,10,2.0,,,,,0000-0002-3335-5428,University of Tokyo,6.0,26
Wataru Takano,Robotics,7,1.9,1624.0,19.0,38.0,http://www-mmds.sigmath.es.osaka-u.ac.jp/faculty/personal/takano/,0000-0002-4846-3552,University of Tokyo,6.0,26
Tomohiro Tanikawa,Hci,7,1.2,,,,,0000-0002-9647-9380,University of Tokyo,6.0,26
Yoichi Sato,Vision,6,1.7,13528.0,63.0,176.0,https://sites.google.com/ut-vision.org/ysato/,0000-0003-0097-4537,University of Tokyo,6.0,26
Shinpei Kato,"Robotics, Embedded",3,0.8,5263.0,33.0,81.0,http://www.pf.is.s.u-tokyo.ac.jp/,,University of Tokyo,6.0,26
Yoshitaka Ushiku,Vision,3,0.7,5125.0,22.0,33.0,https://yoshitakaushiku.net/,0000-0002-9014-1389,University of Tokyo,6.0,26
Takeshi Naemura,"Vision, Hci",2,0.6,,,,,0000-0002-6653-000X,University of Tokyo,6.0,26
Issei Sato,Ml,2,0.6,,,,,,University of Tokyo,6.0,26
Masashi Sugiyama,Ml,2,0.5,26890.0,74.0,317.0,http://www.ms.k.u-tokyo.ac.jp/sugi/index.html,0000-0001-6658-6743,University of Tokyo,6.0,26
Tomoyuki Takahata,Robotics,2,0.7,,,,,0000-0003-4657-5902,University of Tokyo,6.0,26
Seiya Imoto,,1,0.3,,,,,0000-0002-2989-308X,University of Tokyo,6.0,26
Ryohei Kanzaki,,1,0.2,5520.0,41.0,127.0,http://www.brain.rcast.u-tokyo.ac.jp/,0000-0001-7225-7356,University of Tokyo,6.0,26
Satoru Miyano,,1,0.3,,,,,0000-0002-1753-6616,University of Tokyo,6.0,26
Isao Shimoyama,,1,0.3,,,,,0000-0002-0116-3085,University of Tokyo,6.0,26
Shoji Takeuchi,,1,0.3,18346.0,68.0,214.0,http://www.hybrid.t.u-tokyo.ac.jp/en/,0000-0001-6946-0409,University of Tokyo,6.0,26
Kun Zhou 0001,Graphics,33,6.5,14287.0,61.0,176.0,http://kunzhou.net/,0000-0002-3261-8927,Zhejiang University,5.3,43
Yingcai Wu,Visualization,32,5.1,4961.0,35.0,75.0,http://www.ycwu.org/,0000-0002-1119-3237,Zhejiang University,5.3,43
Hujun Bao,Vision,27,5.4,,,,,0000-0002-2662-0334,Zhejiang University,5.3,43
Wei Chen 0001,Visualization,25,3.5,6766.0,43.0,136.0,http://www.cad.zju.edu.cn/home/chenwei,0000-0002-8365-4741,Zhejiang University,5.3,43
Weiwei Xu,Graphics,18,3.1,,,,,0000-0002-2044-2143,Zhejiang University,5.3,43
Jin Huang 0001,Graphics,11,2.4,3749.0,35.0,64.0,http://www.cad.zju.edu.cn/home/hj,,Zhejiang University,5.3,43
Tianjia Shao,Graphics,11,2.0,,,,,0000-0001-5485-3752,Zhejiang University,5.3,43
Guofeng Zhang 0001,Vision,10,2.0,2877.0,26.0,47.0,http://www.cad.zju.edu.cn/home/gfzhang,0000-0001-5661-8430,Zhejiang University,5.3,43
Hongzhi Wu,Graphics,9,1.8,,,,,,Zhejiang University,5.3,43
Youyi Zheng,Graphics,9,1.6,,,,,0000-0002-9120-9592,Zhejiang University,5.3,43
Xiaogang Jin 0001,Graphics,8,1.3,4507.0,35.0,109.0,http://www.cad.zju.edu.cn/home/jin,0000-0001-7339-2920,Zhejiang University,5.3,43
Rui Wang 0004,Graphics,8,1.6,1842.0,17.0,26.0,http://www.cad.zju.edu.cn/home/rwang,0000-0003-4267-0347,Zhejiang University,5.3,43
Yanlin Weng,Graphics,7,1.4,,,,,,Zhejiang University,5.3,43
Lingyun Sun,Hci,6,0.7,751.0,15.0,21.0,http://person.zju.edu.cn/en/lingyun,0000-0002-5561-0493,Zhejiang University,5.3,43
Xiaowei Zhou,Vision,6,1.6,7001.0,35.0,55.0,https://xzhou.me/,0000-0003-4959-7349,Zhejiang University,5.3,43
Gang Pan 0001,Ai,4,0.7,8455.0,48.0,120.0,http://person.zju.edu.cn/en/gpan,0000-0002-4049-6181,Zhejiang University,5.3,43
Kui Ren 0001,"Mobile, Security",4,0.6,,,,,0000-0002-1969-2591,Zhejiang University,5.3,43
Ling Chen 0001,"Ai, Hci",4,0.8,3372.0,29.0,73.0,http://mypage.zju.edu.cn/lc,0000-0003-1934-5992,Zhejiang University,5.3,43
Min Tang 0001,Graphics,4,0.7,2799.0,28.0,60.0,https://min-tang.github.io/home/,,Zhejiang University,5.3,43
Shijian Li,Hci,4,0.9,,,,,0000-0001-5846-3065,Zhejiang University,5.3,43
Fangtian Ying,Hci,4,0.6,,,,,,Zhejiang University,5.3,43
Wei Dong 0001,"Mobile, Hci",3,0.7,,,,,0000-0003-0498-1494,Zhejiang University,5.3,43
Feng Lin 0004,"Mobile, Hci",3,0.4,3889.0,28.0,64.0,http://flin.group/,0000-0001-5240-5200,Zhejiang University,5.3,43
Yi Gao,"Mobile, Hci",3,0.6,,,,,0000-0001-5560-7836,Zhejiang University,5.3,43
Jinsong Han,Mobile,3,0.4,1880.0,24.0,26.0,https://person.zju.edu.cn/en/hanjinsong,0000-0001-5064-1955,Zhejiang University,5.3,43
Qiming Hou,Graphics,3,0.9,,,,,,Zhejiang University,5.3,43
Zicheng Liao,Vision,3,0.8,1092.0,16.0,20.0,http://web.engr.illinois.edu/~liao17/,0000-0002-2008-9239,Zhejiang University,5.3,43
Chunhua Shen,Vision,3,0.6,48516.0,111.0,351.0,https://cshen.github.io/,0000-0002-8648-8718,Zhejiang University,5.3,43
Xiang Chen 0001,Graphics,2,0.4,1009.0,15.0,17.0,https://xchen-cs.github.io/,0000-0002-6955-8729,Zhejiang University,5.3,43
Zhaohui Wu 0001,"Ai, Hci",2,0.2,,,,,,Zhejiang University,5.3,43
Zhong Ren 0001,Graphics,2,0.5,736.0,13.0,15.0,http://zren.info/,,Zhejiang University,5.3,43
Li Lu 0008,Hci,2,0.4,480.0,10.0,10.0,https://person.zju.edu.cn/en/lynnluli,0000-0001-5230-3749,Zhejiang University,5.3,43
Zhibo Wang,"Vision, Security",2,0.3,4107.0,35.0,83.0,https://person.zju.edu.cn/zhibowang,0000-0002-5804-3279,Zhejiang University,5.3,43
Hai Lin 0003,,1,0.2,,,,,0000-0002-1682-8465,Zhejiang University,5.3,43
Fan Zhang 0010,Eda,1,0.2,925.0,17.0,28.0,https://person.zju.edu.cn/en/fanzhang,0000-0001-6087-8243,Zhejiang University,5.3,43
Zhongjie Ba,,1,0.2,,,,,0000-0003-0921-8869,Zhejiang University,5.3,43
Lingfeng Bao,Se,1,0.1,1203.0,17.0,25.0,http://baolingfeng.github.io/,0000-0003-1846-0921,Zhejiang University,5.3,43
Shuiguang Deng,,1,0.1,6688.0,43.0,127.0,http://mypage.zju.edu.cn/shuiguang,0000-0001-5015-6095,Zhejiang University,5.3,43
Xinguo Liu,Vision,1,0.2,,,,,0000-0003-4650-1970,Zhejiang University,5.3,43
Yubo Tao,,1,0.2,,,,,0000-0002-2283-6437,Zhejiang University,5.3,43
Zhiyuan Wan,Se,1,0.1,685.0,9.0,9.0,https://zhiyuan-wan.github.io/,0000-0001-7657-6653,Zhejiang University,5.3,43
Ziqi Yang,,1,0.5,228.0,6.0,4.0,https://person.zju.edu.cn/en/yangziqi,0000-0002-1364-9234,Zhejiang University,5.3,43
Jianwei Yin,"Security, Ai",1,0.1,,,,,0000-0003-4703-7348,Zhejiang University,5.3,43
Huamin Qu,Visualization,57,9.8,9920.0,51.0,170.0,http://www.cse.ust.hk/~huamin,0000-0002-3344-9694,HKUST,4.8,23
Ming Liu 0001,Robotics,44,11.3,210659.0,206.0,1084.0,http://pld.nju.edu.cn/,0000-0002-4500-238X,HKUST,4.8,23
Xiaojuan Ma,Hci,30,6.2,3488.0,30.0,90.0,http://home.cse.ust.hk/~mxj/,0000-0002-9847-7784,HKUST,4.8,23
Mingming Fan 0001,Hci,19,4.6,586.0,15.0,19.0,https://www.mingmingfan.com/,0000-0002-0356-4712,HKUST,4.8,23
Qian Zhang 0001,Hci,12,3.1,27674.0,83.0,404.0,http://www.cse.ust.hk/~qianzh,0000-0001-9205-1881,HKUST,4.8,23
Sai-Kit Yeung,Vision,11,3.0,4612.0,32.0,59.0,http://isd.ust.hk/~saikit/,0000-0001-7974-0607,HKUST,4.8,23
Shueng-Han Gary Chan,Hci,5,1.1,6688.0,42.0,132.0,http://home.cse.ust.hk/~gchan/,0000-0003-4207-764X,HKUST,4.8,23
Qifeng Chen,Vision,5,1.1,5874.0,33.0,45.0,https://cqf.io/,0000-0003-2199-3948,HKUST,4.8,23
Chiew-Lan Tai,Vision,5,1.3,,,,,0000-0002-1486-1974,HKUST,4.8,23
Kwang-Ting Cheng,"Vision, Eda",4,0.7,,,,,0000-0002-3885-4912,HKUST,4.8,23
Lionel M. Ni,"Ai, Hci",3,1.1,40792.0,86.0,325.0,http://www.cse.ust.hk/~ni,0000-0002-2325-6215,HKUST,4.8,23
Pedro V. Sander,"Vision, Graphics",3,0.7,5760.0,34.0,61.0,http://www.cse.ust.hk/~psander,0000-0002-0435-9833,HKUST,4.8,23
Ke Yi 0001,Db,2,0.3,,,,,0000-0002-2178-3716,HKUST,4.8,23
Qiong Luo 0001,Db,2,0.4,9264.0,39.0,91.0,https://cse.hkust.edu.hk/~luo/,0000-0002-2861-9492,HKUST,4.8,23
Zeyu Wang 0003,,2,0.4,92.0,6.0,4.0,https://zachzeyuwang.github.io/,0000-0001-5374-6330,HKUST,4.8,23
Dik Lun Lee,"Ai, Visualization",2,0.4,,,,,0000-0002-2413-3882,HKUST,4.8,23
Ting-Chuen Pong,,2,0.3,,,,,0000-0002-1699-8587,HKUST,4.8,23
Dit-Yan Yeung,"Vision, Ai, Ml",2,0.5,31926.0,71.0,173.0,https://www.cse.ust.hk/faculty/dyyeung/,,HKUST,4.8,23
Dimitrios Papadopoulos 0001,Security,1,0.1,1562.0,21.0,27.0,https://www.cse.ust.hk/~dipapado/,0000-0003-2621-3015,HKUST,4.8,23
Dan Xu 0002,Vision,1,0.3,4944.0,33.0,56.0,http://danxurgb.net/,0000-0003-0136-9603,HKUST,4.8,23
Long Quan,Vision,1,0.1,31289.0,30.0,41.0,https://sites.google.com/site/quanlongresearch/home,0000-0001-8148-1771,HKUST,4.8,23
Yangqiu Song,"Nlp, Ai",1,0.2,9942.0,49.0,126.0,http://www.cse.ust.hk/~yqsong/,0000-0002-7818-6090,HKUST,4.8,23
Raymond Chi-Wing Wong,Db,1,0.2,5437.0,40.0,87.0,http://www.cse.ust.hk/~raywong/,0000-0001-7045-6503,HKUST,4.8,23
Kenji Suzuki 0002,Robotics,17,5.0,,,,,0000-0003-1736-5404,University of Tsukuba,3.7,34
Eiichi Yoshida,Robotics,17,4.1,,,,,0000-0002-3077-6964,University of Tsukuba,3.7,34
Fumio Kanehiro,Robotics,10,1.7,,,,,0000-0002-0277-3467,University of Tsukuba,3.7,34
Yoshio Matsumoto,Robotics,9,2.5,,,,,0000-0001-7325-9580,University of Tsukuba,3.7,34
Yoshiyuki Sankai,Robotics,9,2.1,,,,,,University of Tsukuba,3.7,34
Hiromi Mochiyama,Robotics,7,3.2,,,,,0000-0003-0985-120X,University of Tsukuba,3.7,34
Yoichi Ochiai,Hci,6,1.5,1574.0,19.0,34.0,https://digitalnature.slis.tsukuba.ac.jp/,0000-0002-4690-5724,University of Tsukuba,3.7,34
Satoshi Iizuka,Graphics,5,1.7,3343.0,16.0,22.0,http://hi.cs.waseda.ac.jp/~iizuka/index_eng.html,,University of Tsukuba,3.7,34
Buntarou Shizuki,Hci,5,1.4,1427.0,17.0,36.0,http://www.iplab.cs.tsukuba.ac.jp/~shizuki/index-e.html,,University of Tsukuba,3.7,34
Ayanori Yorozu,Robotics,5,1.7,,,,,0000-0003-1334-9132,University of Tsukuba,3.7,34
Masataka Goto,Hci,4,1.7,16475.0,57.0,264.0,https://staff.aist.go.jp/m.goto/,0000-0003-1167-0977,University of Tsukuba,3.7,34
Taku Hachisu,Hci,4,1.7,628.0,14.0,26.0,http://hachisu.net/,0000-0001-8462-1282,University of Tsukuba,3.7,34
Sayan Sarcar,Hci,4,0.9,562.0,13.0,16.0,https://sayansarcar.github.io/,,University of Tsukuba,3.7,34
Yuki Endo,Graphics,3,1.2,,,,,0000-0001-5132-3350,University of Tsukuba,3.7,34
Yoshihiro Kanamori,Graphics,3,1.2,1000.0,15.0,20.0,http://kanamori.cs.tsukuba.ac.jp/,0000-0003-2843-1729,University of Tsukuba,3.7,34
Ryusuke Sagawa,"Vision, Robotics",3,0.6,,,,,0000-0002-6778-8838,University of Tsukuba,3.7,34
Yutaka Satoh,"Vision, Robotics",3,0.9,,,,,0000-0002-0638-0855,University of Tsukuba,3.7,34
Fumihide Tanaka,Robotics,3,1.2,,,,,0000-0002-8443-5591,University of Tsukuba,3.7,34
Hiroo Iwata,,2,0.4,,,,,,University of Tsukuba,3.7,34
Akiya Kamimura,Robotics,2,0.7,,,,,0000-0002-0046-5639,University of Tsukuba,3.7,34
Akihisa Ohya,Robotics,2,0.4,2839.0,27.0,65.0,http://www.cs.tsukuba.ac.jp/~ohya,0000-0003-3665-0980,University of Tsukuba,3.7,34
Shin Takahashi,Hci,2,0.5,1092.0,19.0,35.0,http://www.iplab.cs.tsukuba.ac.jp/~shin,,University of Tsukuba,3.7,34
Kazuhiro Fukui,,1,0.2,2971.0,20.0,44.0,http://www.cvlab.cs.tsukuba.ac.jp/~kfukui/english/indexE.html,0000-0002-4201-1096,University of Tsukuba,3.7,34
Yuki Hashimoto,,1,0.5,,,,,,University of Tsukuba,3.7,34
Junichi Hoshino,,1,0.2,,,,,,University of Tsukuba,3.7,34
Yoshinari Kameda,,1,0.2,2392.0,22.0,50.0,http://www.kameda-lab.org/,,University of Tsukuba,3.7,34
Ikkaku Kawaguchi,,1,0.3,,,,,0000-0003-3024-1748,University of Tsukuba,3.7,34
Hiroyuki Kitagawa,Ai,1,0.1,5070.0,28.0,104.0,http://www.kde.cs.tsukuba.ac.jp/~kitagawa/,0000-0002-2984-2258,University of Tsukuba,3.7,34
Itaru Kitahara,,1,0.2,1883.0,21.0,49.0,https://sites.google.com/image.iit.tsukuba.ac.jp/kitahara,0000-0002-5186-789X,University of Tsukuba,3.7,34
Takeshi Kurata,,1,0.1,3255.0,27.0,75.0,https://staff.aist.go.jp/t.kurata/,0000-0002-6380-2823,University of Tsukuba,3.7,34
Yoshihiro Kuroda,,1,0.3,755.0,15.0,21.0,http://www.lelab.jp/,0000-0003-4511-8195,University of Tsukuba,3.7,34
Seung-Hee Lee,,1,0.1,,,,,0000-0002-2670-4124,University of Tsukuba,3.7,34
Hirotaka Osawa,,1,0.3,1252.0,18.0,33.0,http://hiroosa.com/,0000-0001-5779-8437,University of Tsukuba,3.7,34
Sho Tsugawa,,1,0.2,770.0,12.0,12.0,http://www.mibel.cs.tsukuba.ac.jp/~s-tugawa/index.html,0000-0001-7837-2857,University of Tsukuba,3.7,34
Songhwai Oh,Robotics,25,7.4,4470.0,33.0,80.0,http://rllab.snu.ac.kr/,0000-0002-9781-2018,Seoul National University,3.6,14
Jehee Lee,Graphics,17,4.6,6662.0,36.0,62.0,http://mrl.snu.ac.kr/~jehee,0000-0003-1023-1868,Seoul National University,3.6,14
Jinwook Seo,Hci,15,3.2,3738.0,28.0,60.0,http://hcil.snu.ac.kr/,0000-0002-7734-822X,Seoul National University,3.6,14
Youngki Lee,"Mobile, Hci",13,2.5,,,,,,Seoul National University,3.6,14
Bongwon Suh,Hci,5,0.8,,,,,,Seoul National University,3.6,14
Byoung-Tak Zhang,"Ai, Ml, Robotics",5,1.3,13583.0,49.0,214.0,http://bi.snu.ac.kr/~btzhang/,0000-0001-9890-0389,Seoul National University,3.6,14
Gahgene Gweon,"Nlp, Hci",3,0.6,1144.0,15.0,23.0,http://cclab.snu.ac.kr/,0000-0003-3268-477X,Seoul National University,3.6,14
Sun Kim,"Comp. bio, Ai",3,0.8,4849.0,33.0,90.0,https://bhi-kimlab.github.io/publications/,0000-0001-5385-9546,Seoul National University,3.6,14
Kyunghan Lee,"Mobile, Hci",2,0.5,5354.0,23.0,35.0,https://nxc.snu.ac.kr/,0000-0001-8647-1476,Seoul National University,3.6,14
Soonhoi Ha,Eda,1,0.3,6408.0,40.0,122.0,http://peace.snu.ac.kr/sha,0000-0001-7472-9142,Seoul National University,3.6,14
U Kang,"Web+ir, Db",1,0.3,6382.0,40.0,87.0,http://datalab.snu.ac.kr/~ukang,0000-0002-8774-6950,Seoul National University,3.6,14
Gunhee Kim,"Vision, Ml",1,0.5,5374.0,41.0,83.0,http://vision.snu.ac.kr/gunhee,0000-0002-9543-7453,Seoul National University,3.6,14
Nojun Kwak,Vision,1,0.3,7900.0,40.0,106.0,http://mipal.snu.ac.kr/,0000-0002-1792-0327,Seoul National University,3.6,14
Ted Taekyoung Kwon,"Metrics, Web+ir, Security",1,0.2,9270.0,52.0,139.0,http://mmlab.snu.ac.kr/~tk,0000-0002-7795-0077,Seoul National University,3.6,14
David Hsu,Robotics,25,6.7,50294.0,31.0,47.0,http://hsu.berkeley.edu/,0000-0002-2309-4535,National University of Singapore,3.3,16
Shengdong Zhao,Hci,25,6.0,3743.0,33.0,64.0,http://www.shengdongzhao.com/,,National University of Singapore,3.3,16
Gim Hee Lee,"Vision, Robotics",20,5.7,6067.0,36.0,65.0,https://www.comp.nus.edu.sg/~leegh/,0000-0002-1583-0475,National University of Singapore,3.3,16
Wee Sun Lee,"Robotics, Ml",14,3.9,16031.0,55.0,107.0,http://www.comp.nus.edu.sg/~leews/,0000-0002-0988-2500,National University of Singapore,3.3,16
Harold Soh,Robotics,12,3.1,2053.0,26.0,42.0,http://www.haroldsoh.com/,0000-0002-3278-0035,National University of Singapore,3.3,16
Brian Y. Lim,Hci,9,2.5,3122.0,18.0,28.0,https://ubiquitous.comp.nus.edu.sg/,0000-0002-0543-2414,National University of Singapore,3.3,16
Bruno Bodin,Robotics,6,0.8,778.0,15.0,17.0,https://www.comp.nus.edu.sg/~bruno/,0000-0002-8762-7513,National University of Singapore,3.3,16
Warut Suksompong,Ai,4,1.3,940.0,18.0,32.0,http://www.comp.nus.edu.sg/~warut/,,National University of Singapore,3.3,16
Wing-Kin Sung,Comp. bio,4,1.0,30944.0,68.0,177.0,http://www.comp.nus.edu.sg/~ksung,0000-0001-7806-7086,National University of Singapore,3.3,16
Mohan S. Kankanhalli,"Ml, Vision",2,0.5,18606.0,66.0,271.0,https://www.comp.nus.edu.sg/~mohan,0000-0002-4846-2015,National University of Singapore,3.3,16
Kian Hsiang Low,"Ml, Ai",2,0.5,3086.0,35.0,67.0,https://www.comp.nus.edu.sg/~lowkh/research.html,,National University of Singapore,3.3,16
Mun Choon Chan,Mobile,1,0.3,,,,,,National University of Singapore,3.3,16
Li-Shiuan Peh,Eda,1,0.5,20087.0,63.0,127.0,http://www.comp.nus.edu.sg/~peh/,0000-0001-9010-6519,National University of Singapore,3.3,16
Colin Keng-Yan Tan,,1,0.3,,,,,,National University of Singapore,3.3,16
Anthony K. H. Tung,Db,1,0.1,11233.0,55.0,117.0,http://www.comp.nus.edu.sg/~atung,0000-0002-5125-855X,National University of Singapore,3.3,16
Roger Zimmermann,"Ai, Nlp",1,0.2,9206.0,50.0,205.0,http://eiger.ddns.comp.nus.edu.sg/,0000-0002-7410-2590,National University of Singapore,3.3,16
Peter Wonka,"Graphics, Vision",31,7.8,15936.0,57.0,161.0,http://peterwonka.net/,0000-0003-0627-9746,KAUST,3.2,13
Wolfgang Heidrich,"Vision, Graphics",23,5.1,20492.0,70.0,198.0,http://wolfgangheidrich.com/,0000-0002-4227-8508,KAUST,3.2,13
Markus Hadwiger,Visualization,17,3.3,4754.0,33.0,68.0,http://vccvisualization.org/,0000-0003-1239-4871,KAUST,3.2,13
Helmut Pottmann,Graphics,16,3.4,16266.0,65.0,169.0,https://www.kaust.edu.sa/en/study/faculty/helmut-pottmann,0000-0002-3195-9316,KAUST,3.2,13
Dominik Ludewig Michels,Graphics,13,3.0,,,,,,KAUST,3.2,13
Ivan Viola,Visualization,12,2.2,3971.0,33.0,86.0,http://nanovis.kaust.edu.sa/,0000-0003-4248-6574,KAUST,3.2,13
Xin Gao 0001,"Ai, Comp. bio",7,1.6,,,,,0000-0002-7108-3574,KAUST,3.2,13
Eric Feron,Robotics,2,0.5,43985.0,63.0,232.0,http://www.feron.org/Eric,0000-0001-7717-2159,KAUST,3.2,13
Bernard Ghanem,Vision,2,0.4,18240.0,56.0,145.0,http://www.bernardghanem.com/,0000-0002-5534-587X,KAUST,3.2,13
Jürgen Schmidhuber,Ml,2,0.4,186521.0,111.0,407.0,http://www.idsia.ch/~juergen/,0000-0002-1468-6758,KAUST,3.2,13
Tony F. Chan,,1,0.3,,,,,0000-0001-6196-2068,KAUST,3.2,13
Mohamed Elhoseiny,Vision,1,0.1,5659.0,29.0,42.0,http://www.mohamed-elhoseiny.com/,0000-0001-9659-1551,KAUST,3.2,13
Robert Hoehndorf,Ai,1,0.3,5922.0,42.0,102.0,http://borg.kaust.edu.sa/,0000-0001-8149-5890,KAUST,3.2,13
Kensuke Harada,Robotics,26,5.7,13341.0,48.0,156.0,http://www.roboticmanipulation.org/,0000-0002-7576-756X,Osaka University,3.2,16
Koh Hosoda,Robotics,17,4.7,7820.0,42.0,134.0,http://www-arl.sys.es.osaka-u.ac.jp/,0000-0001-8392-1021,Osaka University,3.2,16
Takuya Maekawa,Hci,16,4.3,,,,,,Osaka University,3.2,16
Hiroshi Ishiguro,Robotics,14,3.6,32200.0,88.0,491.0,http://eng.irl.sys.es.osaka-u.ac.jp/,0000-0002-0805-7648,Osaka University,3.2,16
Daisuke Iwai,Visualization,11,2.6,2274.0,25.0,62.0,https://daisukeiwai.org/,0000-0002-3493-5635,Osaka University,3.2,16
Kosuke Sato,"Visualization, Hci",10,2.4,,,,,0000-0003-1429-9990,Osaka University,3.2,16
Parinya Punpongsanon,Hci,5,1.1,514.0,13.0,15.0,https://punpongsanon.info/,0000-0003-2720-7768,Osaka University,3.2,16
Haruo Takemura,"Visualization, Robotics",5,0.9,,,,,0000-0002-4645-6439,Osaka University,3.2,16
Takahiro Hara,"Hci, Db",4,1.0,8182.0,42.0,158.0,http://www-nishio.ist.osaka-u.ac.jp/~hara/,0000-0003-4807-3156,Osaka University,3.2,16
Masahiro Shimizu,Robotics,4,1.0,,,,,0000-0003-1160-1234,Osaka University,3.2,16
Yasuyuki Matsushita,Vision,3,1.0,11713.0,52.0,131.0,http://www-infobiz.ist.osaka-u.ac.jp/en/member/matsushita/,0000-0002-1935-4752,Osaka University,3.2,16
Yuichiro Yoshikawa,Robotics,3,0.6,,,,,0000-0002-3484-0361,Osaka University,3.2,16
Tomohiro Mashita,,2,0.3,603.0,12.0,17.0,https://sites.google.com/view/tomohiromashitaphd,0000-0002-4595-8816,Osaka University,3.2,16
Yasushi Sakurai,"Web+ir, Hci",2,0.5,3332.0,25.0,41.0,http://www.dm.sanken.osaka-u.ac.jp/~yasushi/index.html,,Osaka University,3.2,16
Masahiro Furukawa,,1,0.1,133.0,6.0,3.0,http://masahirofurukawa.jp/,0000-0003-0421-8106,Osaka University,3.2,16
Fumio Okura,Vision,1,0.3,658.0,12.0,13.0,http://cvl.ist.osaka-u.ac.jp/user/okura/,0000-0001-7595-1300,Osaka University,3.2,16
Jia Pan,Robotics,30,7.2,4793.0,35.0,80.0,https://sites.google.com/site/panjia/,0000-0001-9003-2054,University of Hong Kong,3.2,11
Wenping Wang,,26,4.8,11002.0,56.0,182.0,https://www.cs.hku.hk/research/profile.jsp?teacher=wenping,0000-0002-2284-3952,University of Hong Kong,3.2,11
Yizhou Yu,Vision,9,2.4,16283.0,65.0,162.0,http://i.cs.hku.hk/~yzyu/publication/,0000-0002-0470-5548,University of Hong Kong,3.2,11
Chenshu Wu,"Hci, Mobile",6,1.1,6458.0,37.0,65.0,https://cswu.me/,0000-0002-9700-4627,University of Hong Kong,3.2,11
Zhiyi Huang 0002,Theory,4,1.0,1852.0,26.0,38.0,http://www.cs.hku.hk/~zhiyi/,0000-0003-2963-9556,University of Hong Kong,3.2,11
Francis Y. L. Chin,Comp. bio,2,0.5,,,,,,University of Hong Kong,3.2,11
Yi-King Choi,,2,0.3,,,,,0000-0001-7668-7599,University of Hong Kong,3.2,11
Tak Wah Lam,Comp. bio,2,0.3,20765.0,43.0,115.0,https://www.cs.hku.hk/index.php/people/academic-staff/twlam,0000-0003-4676-8587,University of Hong Kong,3.2,11
Ruibang Luo,Comp. bio,2,0.3,35103.0,28.0,44.0,http://luo-lab.hk/,0000-0001-9711-6533,University of Hong Kong,3.2,11
Siu-Ming Yiu,"Db, Comp. bio",2,0.5,26104.0,59.0,199.0,http://www.cs.hku.hk/~smyiu,0000-0002-3975-8500,University of Hong Kong,3.2,11
Hing-Fung Ting,,1,0.2,,,,,,University of Hong Kong,3.2,11
Dong Wang 0024,Hci,7,1.7,,,,,0000-0002-3597-6260,Shanghai Jiao Tong University,3.0,29
Cewu Lu,Vision,7,1.2,,,,,0000-0003-1533-8576,Shanghai Jiao Tong University,3.0,29
Biaoshuai Tao,"Ai, Ecom",5,2.4,242.0,8.0,8.0,http://jhc.sjtu.edu.cn/~bstao/,0000-0003-4098-844X,Shanghai Jiao Tong University,3.0,29
Xubo Yang,"Visualization, Graphics",5,1.1,,,,,0000-0001-5378-4003,Shanghai Jiao Tong University,3.0,29
Yong Yu 0001,"Ai, Web+ir",3,0.6,31318.0,78.0,230.0,http://apex.sjtu.edu.cn/members/yyu,0000-0003-0281-8271,Shanghai Jiao Tong University,3.0,29
Guihai Chen,"Ai, Web+ir",3,0.5,20528.0,63.0,364.0,http://cs.nju.edu.cn/gchen,0000-0002-6934-1685,Shanghai Jiao Tong University,3.0,29
Ye Pan,Visualization,3,0.8,,,,,0000-0003-0355-989X,Shanghai Jiao Tong University,3.0,29
